Chord; Position; Fingering; Max Fingers Required; Number of Barres; Fret Range; Highest Ring Finger; Highest Pinky Finger
A#13; ['6', 'x', '6', '7', '8', '8']; ['1', '0', '1', '1', '2', '3']; 2; 1; 2; 1; 0
A#13; ['x', '13', '12', '13', '13', '15']; ['0', '2', '1', '3', '3', '4']; 2; 1; 3; 3; 1
A#13; ['6', '8', '6', '7', '8', '6']; ['1', '3', '1', '2', '4', '1']; 2; 1; 2; 5; 2
A#9sus4; ['x', '1', '1', '1', '1', '1']; ['0', '1', '1', '1', '1', '1']; 1; 1; 0; 0; 0
A#9sus4; ['6', 'x', '6', '5', '4', 'x']; ['3', '0', '4', '2', '1', '0']; 2; 0; 2; 6; 4
A#9sus4; ['6', 'x', '6', '5', '4', '4']; ['3', '0', '4', '2', '1', '1']; 2; 1; 2; 6; 4
A#13sus4; ['x', '1', '1', '1', '1', '3']; ['0', '1', '1', '1', '1', '3']; 1; 1; 2; 1; 0
A#13sus4; ['6', 'x', '6', '8', '8', '8']; ['1', '0', '2', '4', '4', '4']; 2; 1; 2; 0; 3
A#m9; ['6', '8', '6', '6', '6', '8']; ['1', '2', '1', '1', '1', '3']; 2; 1; 2; 1; 0
A#m9; ['6', '8', '6', '6', '6', '8']; ['1', '3', '1', '1', '1', '4']; 2; 1; 2; 5; 1
A#m9; ['x', '13', '11', '13', '13', 'x']; ['0', '2', '1', '3', '4', '0']; 3; 0; 2; 3; 2
A#m9; ['x', '13', '11', '13', '13', 'x']; ['0', '2', '1', '3', '3', '0']; 2; 1; 2; 3; 0
A#m9; ['x', '13', '11', '13', '13', '13']; ['0', '2', '1', '3', '3', '3']; 2; 1; 2; 3; 0
A#m9; ['x', 'x', '8', '6', '9', '8']; ['0', '0', '2', '1', '4', '3']; 2; 0; 3; 1; 2
A#m9; ['6', 'x', '6', '6', '6', '8']; ['2', '0', '3', '3', '3', '4']; 2; 1; 2; 4; 1
A#m11; ['x', '13', '11', '13', '11', '11']; ['0', '3', '1', '4', '1', '1']; 2; 1; 2; 5; 3
A#m11; ['x', '1', '1', '1', '2', '1']; ['0', '1', '1', '1', '2', '1']; 1; 1; 1; 0; 0
A#m11; ['6', 'x', '6', '6', '4', 'x']; ['2', '0', '3', '4', '1', '0']; 3; 0; 2; 4; 3
A#m11; ['x', 'x', '8', '8', '9', '9']; ['0', '0', '1', '1', '2', '2']; 1; 2; 1; 0; 0
A#m11; ['x', '13', 'x', '13', '14', '11']; ['0', '2', '0', '3', '4', '1']; 2; 0; 3; 3; 2
A#m13; ['x', '1', 'x', '1', '2', '3']; ['0', '1', '0', '2', '3', '4']; 2; 0; 2; 2; 1
A#m13; ['6', '8', '6', '6', '8', '6']; ['1', '3', '1', '1', '4', '1']; 2; 1; 2; 5; 2
A#m13; ['6', 'x', '6', '6', '8', '8']; ['2', '0', '3', '3', '4', '4']; 2; 2; 2; 4; 2
A#m13; ['6', 'x', '6', '6', '8', '8']; ['1', '0', '2', '3', '4', '4']; 3; 1; 2; 3; 2
A#m13; ['x', '1', '3', '1', '2', '3']; ['0', '1', '3', '1', '2', '4']; 2; 1; 2; 4; 1
A#m13; ['x', '13', '11', '13', '13', '15']; ['0', '2', '1', '3', '3', '4']; 2; 1; 4; 3; 1
A#mMaj9; ['x', '13', '11', '14', '13', 'x']; ['0', '2', '1', '4', '3', '0']; 2; 0; 3; 2; 3
A#mMaj9; ['6', '8', '7', '6', '6', '8']; ['1', '3', '2', '1', '1', '4']; 2; 1; 2; 5; 1
A#Maj9; ['x', '13', '12', '14', '13', 'x']; ['0', '2', '1', '4', '3', '0']; 2; 0; 2; 2; 3
A#Maj9; ['x', 'x', '8', '7', '10', '8']; ['0', '0', '2', '1', '4', '3']; 2; 0; 3; 1; 2
A#Maj9; ['x', '13', '10', '10', '10', '10']; ['0', '3', '1', '1', '1', '1']; 1; 1; 3; 5; 0
A#Maj9; ['6', '5', '7', '5', '6', '5']; ['2', '1', '4', '1', '3', '1']; 2; 1; 2; 2; 4
A#Maj9; ['6', 'x', '7', '5', '6', 'x']; ['2', '0', '4', '1', '3', '0']; 2; 0; 2; 2; 4
A#Maj13; ['x', '1', 'x', '2', '3', '3']; ['0', '1', '0', '2', '4', '4']; 1; 1; 2; 0; 2
A#Maj13; ['x', '1', 'x', '2', '3', '3']; ['0', '1', '0', '2', '3', '4']; 2; 0; 2; 2; 1
A#Maj13; ['6', '5', '5', '5', '6', '5']; ['2', '1', '1', '1', '3', '1']; 2; 1; 1; 2; 0
A#Maj13; ['6', 'x', '7', '7', '8', '8']; ['1', '0', '2', '3', '4', '4']; 2; 1; 2; 3; 2
A#+9; ['x', '13', '12', '13', '13', '14']; ['0', '2', '1', '3', '3', '4']; 2; 1; 2; 3; 1
A#+9; ['6', 'x', '6', '7', '7', '8']; ['1', '0', '2', '3', '3', '4']; 2; 1; 2; 3; 1
A#Maj7#11; ['x', '1', '2', '2', '3', '1']; ['0', '1', '2', '3', '4', '1']; 2; 1; 2; 3; 2
A#Maj7#11; ['6', 'x', '7', '7', '5', 'x']; ['2', '0', '3', '4', '1', '0']; 2; 0; 2; 4; 3
A#Maj7#11; ['x', 'x', '8', '9', '10', '10']; ['0', '0', '1', '2', '3', '3']; 1; 1; 2; 2; 0
A#Maj7#11; ['x', 'x', '8', '9', '10', '10']; ['0', '0', '1', '2', '3', '4']; 2; 0; 2; 2; 1
A#9b5; ['x', '13', '12', '13', '13', '12']; ['0', '2', '1', '3', '4', '1']; 3; 1; 1; 3; 2
A#9b5; ['6', '5', '6', '5', '5', 'x']; ['2', '1', '3', '1', '1', '0']; 2; 1; 1; 4; 0
A#7b9; ['x', '13', '12', '13', '12', 'x']; ['0', '2', '1', '3', '1', '0']; 2; 1; 1; 3; 0
A#7b9; ['x', '13', '12', '13', '12', 'x']; ['0', '3', '1', '4', '2', '0']; 2; 0; 1; 5; 3
A#7b9; ['6', '8', '6', '7', '6', '7']; ['1', '4', '1', '2', '1', '3']; 2; 1; 2; 1; 5
A#7b9; ['x', '13', '12', '13', '12', '13']; ['0', '2', '1', '3', '1', '4']; 3; 1; 1; 3; 1
A#7b9; ['x', 'x', '8', '7', '9', '7']; ['0', '0', '2', '1', '3', '1']; 1; 1; 2; 2; 0
A#7#9; ['x', '13', '12', '13', '14', 'x']; ['0', '2', '1', '3', '4', '0']; 2; 0; 2; 3; 2
A#7#9; ['6', '8', '6', '7', '6', '9']; ['1', '3', '1', '2', '1', '4']; 1; 1; 3; 5; 1
A#7#9; ['x', 'x', '8', '7', '9', '9']; ['0', '0', '2', '1', '3', '4']; 2; 0; 2; 2; 1
A#7b5#9; ['x', '13', '12', '13', '14', '12']; ['0', '2', '1', '3', '4', '1']; 2; 1; 2; 3; 2
A#7#11; ['6', '7', '6', '7', '6', '6']; ['1', '2', '1', '3', '1', '1']; 2; 1; 1; 3; 0
A#7b5; ['x', '1', '2', '1', '3', 'x']; ['0', '1', '2', '1', '4', '0']; 1; 1; 2; 0; 2
A#7b5; ['6', 'x', '6', '7', '5', 'x']; ['2', '0', '3', '4', '1', '0']; 2; 0; 2; 4; 3
A#7b5; ['x', 'x', '8', '9', '9', '10']; ['0', '0', '1', '2', '2', '3']; 1; 1; 2; 1; 0
A#7b5; ['x', 'x', '8', '9', '9', '10']; ['0', '0', '1', '2', '3', '4']; 2; 0; 2; 2; 1
A#7b5; ['x', '1', '2', '1', '3', '4']; ['0', '1', '2', '1', '3', '4']; 1; 1; 3; 2; 1
A#m9b5; ['6', '7', '6', '6', '9', '8']; ['1', '2', '1', '1', '4', '3']; 1; 1; 3; 1; 2
A#+7b9; ['x', '13', '12', '13', '12', '14']; ['0', '2', '1', '3', '1', '4']; 2; 1; 2; 3; 1
A#+7b9; ['6', 'x', '6', '7', '7', '7']; ['1', '0', '2', '3', '3', '3']; 2; 1; 1; 3; 0
A#+7#9; ['x', '13', '12', '13', '14', '14']; ['0', '2', '1', '3', '4', '4']; 2; 1; 2; 3; 2
A#+7#9; ['6', 'x', '6', '7', '7', '9']; ['1', '0', '2', '3', '3', '4']; 2; 1; 3; 3; 1
B#; ['x', '3', '5', '5', '5', '3']; ['0', '1', '3', '3', '3', '1']; 1; 2; 2; 4; 0
B#; ['x', '3', '5', '5', '5', '3']; ['0', '1', '2', '3', '4', '1']; 3; 1; 2; 3; 2
B#; ['8', '10', '10', '9', '8', '8']; ['1', '3', '4', '2', '1', '1']; 2; 1; 2; 5; 4
B#; ['8', '7', '5', '5', '5', '8']; ['3', '2', '1', '1', '1', '4']; 2; 1; 3; 6; 1
B#; ['x', 'x', '10', '12', '13', '12']; ['0', '0', '1', '2', '4', '3']; 2; 0; 3; 1; 2
B#m; ['x', '3', '5', '5', '4', '3']; ['0', '1', '3', '4', '2', '1']; 2; 1; 2; 4; 3
B#m; ['8', '10', '10', '8', '8', '8']; ['1', '3', '4', '1', '1', '1']; 2; 1; 2; 5; 4
B#m; ['x', 'x', '10', '8', '8', '8']; ['0', '0', '3', '1', '1', '1']; 1; 1; 2; 4; 0
B#m; ['x', 'x', '10', '12', '13', '11']; ['0', '0', '1', '3', '4', '2']; 1; 0; 3; 3; 2
B#5; ['8', '10', '10', 'x', 'x', 'x']; ['1', '3', '4', '0', '0', '0']; 2; 0; 2; 5; 4
B#5; ['x', '3', '5', '5', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 2; 0; 2; 4; 3
B#5; ['x', '3', '5', '5', 'x', 'x']; ['0', '1', '2', '3', '0', '0']; 2; 0; 2; 3; 0
B#5; ['x', '3', '5', '5', 'x', 'x']; ['0', '1', '4', '4', '0', '0']; 1; 1; 2; 0; 4
B#5; ['x', '3', '5', '5', 'x', 'x']; ['0', '1', '3', '3', '0', '0']; 1; 1; 2; 4; 0
B#5; ['x', 'x', 'x', '5', '8', '8']; ['0', '0', '0', '1', '4', '4']; 1; 1; 3; 0; 2
B#5; ['x', 'x', '10', '12', '13', 'x']; ['0', '0', '1', '3', '4', '0']; 1; 0; 3; 3; 2
B#sus2; ['x', '3', '5', '5', '3', '3']; ['0', '1', '3', '4', '1', '1']; 2; 1; 2; 4; 3
B#sus2; ['x', '3', '5', '7', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 1; 0; 4; 4; 3
B#sus2; ['x', 'x', '10', '7', '8', '10']; ['0', '0', '3', '1', '2', '4']; 2; 0; 3; 4; 1
B#sus2; ['x', 'x', '10', '12', '13', '10']; ['0', '0', '1', '3', '4', '1']; 1; 1; 3; 3; 2
B#sus4; ['x', '3', '5', '5', '6', '3']; ['0', '1', '2', '3', '4', '1']; 2; 1; 3; 3; 2
B#sus4; ['8', '10', '10', '10', '8', '8']; ['1', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
B#sus4; ['x', 'x', '10', '12', '13', '13']; ['0', '0', '1', '3', '4', '4']; 1; 1; 3; 3; 2
B#sus4; ['x', 'x', '10', '10', '8', '8']; ['0', '0', '3', '4', '1', '1']; 2; 1; 2; 4; 3
B#+; ['x', '3', '2', '1', '1', 'x']; ['0', '4', '3', '1', '2', '0']; 2; 0; 2; 4; 5
B#+; ['x', 'x', '10', '9', '9', '8']; ['0', '0', '4', '2', '3', '1']; 2; 0; 2; 2; 4
B#+; ['8', '7', '6', '5', 'x', 'x']; ['4', '3', '2', '1', '0', '0']; 1; 0; 3; 5; 6
B#+; ['8', '11', '10', '9', 'x', 'x']; ['1', '4', '3', '2', '0', '0']; 1; 0; 3; 4; 5
B#+; ['x', '3', 'x', '5', '5', '4']; ['0', '1', '0', '3', '4', '2']; 2; 0; 2; 3; 2
B#°; ['x', '3', '4', '5', '4', 'x']; ['0', '1', '2', '4', '3', '0']; 2; 0; 2; 2; 3
B#°; ['8', 'x', '10', '8', '7', 'x']; ['2', '0', '4', '3', '1', '0']; 2; 0; 3; 3; 4
B#°; ['8', '9', '10', '8', 'x', 'x']; ['1', '3', '4', '2', '0', '0']; 2; 0; 2; 5; 4
B#7; ['x', '3', '5', '3', '5', '3']; ['0', '1', '3', '1', '4', '1']; 2; 1; 2; 4; 2
B#7; ['8', '10', '8', '9', '8', '8']; ['1', '3', '1', '2', '1', '1']; 1; 1; 2; 5; 0
B#7; ['x', 'x', '10', '12', '11', '12']; ['0', '0', '1', '3', '2', '4']; 2; 0; 2; 3; 1
B#7; ['x', '3', '2', '3', '1', 'x']; ['0', '3', '2', '4', '1', '0']; 2; 0; 2; 5; 3
B#7; ['8', 'x', '8', '9', '8', 'x']; ['1', '0', '2', '4', '3', '0']; 3; 0; 1; 2; 3
B#7sus4; ['x', '3', '3', '3', '1', '1']; ['0', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
B#7sus4; ['x', '3', '5', '3', '6', '3']; ['0', '1', '3', '1', '4', '1']; 1; 1; 3; 4; 2
B#7sus4; ['8', '10', '8', '10', '8', '8']; ['1', '2', '1', '3', '1', '1']; 2; 1; 2; 3; 0
B#7sus4; ['8', '10', '8', '10', '8', '8']; ['1', '3', '1', '4', '1', '1']; 2; 1; 2; 5; 3
B#7sus4; ['x', 'x', '10', '12', '11', '13']; ['0', '0', '1', '3', '2', '4']; 1; 0; 3; 3; 1
B#m7; ['x', '3', '5', '3', '4', '3']; ['0', '1', '3', '1', '2', '1']; 1; 1; 2; 4; 0
B#m7; ['x', '3', '5', '3', '4', '3']; ['0', '1', '4', '1', '2', '1']; 1; 1; 2; 0; 4
B#m7; ['8', '10', '10', '8', '11', '8']; ['1', '2', '3', '1', '4', '1']; 2; 1; 3; 4; 2
B#m7; ['8', 'x', '8', '8', '8', 'x']; ['1', '0', '2', '3', '4', '0']; 4; 0; 0; 3; 2
B#m7; ['8', 'x', '8', '8', '8', 'x']; ['1', '0', '3', '3', '3', '0']; 2; 1; 0; 4; 0
B#m7; ['8', 'x', '8', '8', '8', 'x']; ['2', '0', '3', '3', '3', '0']; 2; 1; 0; 4; 0
B#m7; ['x', '3', '1', '3', '4', 'x']; ['0', '2', '1', '3', '4', '0']; 2; 0; 3; 3; 2
B#m7; ['8', '10', '8', '8', '8', '8']; ['1', '3', '1', '1', '1', '1']; 1; 1; 2; 5; 0
B#m7; ['x', '3', '1', '3', '1', 'x']; ['0', '3', '1', '4', '1', '0']; 2; 1; 2; 5; 3
B#m7; ['x', 'x', '10', '12', '11', '11']; ['0', '0', '1', '4', '2', '3']; 2; 0; 2; 1; 3
B#Maj7; ['x', 'x', '10', '9', '8', '7']; ['0', '0', '4', '3', '2', '1']; 1; 0; 3; 3; 4
B#Maj7; ['x', '3', '5', '4', '5', '3']; ['0', '1', '3', '2', '4', '1']; 2; 1; 2; 4; 2
B#Maj7; ['8', 'x', '9', '9', '8', 'x']; ['1', '0', '3', '4', '2', '0']; 2; 0; 1; 4; 3
B#Maj7; ['x', 'x', '10', '12', '12', '12']; ['0', '0', '1', '3', '3', '3']; 1; 1; 2; 3; 0
B#Maj7; ['8', '10', '9', '9', '8', '8']; ['1', '4', '2', '3', '1', '1']; 2; 1; 2; 3; 5
B#m7b5; ['8', 'x', '8', '8', '7', 'x']; ['2', '0', '3', '4', '1', '0']; 3; 0; 1; 4; 3
B#m7b5; ['x', '3', '4', '3', '4', 'x']; ['0', '1', '3', '2', '4', '0']; 2; 0; 1; 4; 2
B#m7b5; ['x', 'x', '10', '11', '11', '11']; ['0', '0', '1', '2', '3', '4']; 3; 0; 1; 2; 1
B#m7b5; ['8', '9', '10', '11', '11', '11']; ['1', '2', '3', '4', '4', '4']; 1; 1; 3; 4; 3
B#m7b5; ['x', '3', 'x', '3', '4', '2']; ['0', '2', '0', '3', '4', '1']; 2; 0; 2; 3; 2
B#m7b5; ['8', '9', '8', '8', '11', '8']; ['1', '2', '1', '1', '4', '1']; 1; 1; 3; 0; 2
B#°7; ['x', '3', '4', '2', '4', 'x']; ['0', '2', '3', '1', '4', '0']; 2; 0; 2; 4; 2
B#°7; ['8', 'x', '7', '8', '7', 'x']; ['3', '0', '1', '4', '2', '0']; 2; 0; 1; 6; 3
B#°7; ['x', 'x', '10', '11', '10', '11']; ['0', '0', '1', '3', '2', '4']; 2; 0; 1; 3; 1
B#°7; ['x', 'x', '10', '11', '10', '11']; ['0', '0', '1', '2', '1', '3']; 2; 1; 1; 1; 0
B#+7; ['x', '3', '6', '3', '5', '4']; ['0', '1', '4', '1', '3', '2']; 1; 1; 3; 2; 4
B#+7; ['8', 'x', '8', '9', '9', 'x']; ['1', '0', '2', '3', '4', '0']; 2; 0; 1; 3; 2
B#+7; ['x', 'x', '10', '13', '11', '12']; ['0', '0', '1', '4', '2', '3']; 1; 0; 3; 1; 3
B#+7; ['x', '3', 'x', '3', '5', '4']; ['0', '1', '0', '2', '4', '3']; 2; 0; 2; 1; 2
B#mMaj7; ['x', '3', '5', '4', '4', '3']; ['0', '1', '4', '2', '3', '1']; 2; 1; 2; 2; 4
B#mMaj7; ['8', 'x', '9', '8', '8', 'x']; ['1', '0', '4', '2', '3', '0']; 3; 0; 1; 2; 4
B#mMaj7; ['8', '10', '9', '8', '8', '8']; ['1', '3', '2', '1', '1', '1']; 1; 1; 2; 5; 0
B#mMaj7; ['x', 'x', '10', '12', '12', '11']; ['0', '0', '1', '3', '4', '2']; 2; 0; 2; 3; 2
B#mMaj7; ['x', 'x', '10', '8', '8', '7']; ['0', '0', '4', '2', '3', '1']; 2; 0; 3; 2; 4
B#add9; ['x', 'x', '10', '9', '8', '10']; ['0', '0', '3', '2', '1', '4']; 2; 0; 2; 4; 1
B#add9; ['x', '3', '5', '7', '5', '3']; ['0', '1', '2', '4', '3', '1']; 2; 1; 4; 2; 3
B#add9; ['8', 'x', 'x', '9', '8', '10']; ['1', '0', '0', '3', '2', '4']; 2; 0; 2; 3; 1
B#madd9; ['x', 'x', '10', '8', '8', '10']; ['0', '0', '3', '1', '1', '4']; 2; 1; 2; 4; 1
B#6; ['x', '3', '5', '5', '5', '5']; ['0', '1', '2', '3', '4', '4']; 3; 1; 2; 3; 2
B#6; ['x', 'x', '10', '12', '10', '12']; ['0', '0', '1', '3', '1', '4']; 2; 1; 2; 3; 1
B#6; ['x', 'x', '10', '12', '10', '12']; ['0', '0', '1', '2', '1', '3']; 2; 1; 2; 1; 0
B#6; ['8', 'x', '7', '9', '8', 'x']; ['2', '0', '1', '4', '3', '0']; 2; 0; 2; 2; 3
B#m6; ['x', '3', '1', '2', '1', 'x']; ['0', '4', '1', '3', '2', '0']; 2; 0; 2; 3; 5
B#m6; ['8', '10', '10', '8', '10', '8']; ['1', '2', '3', '1', '4', '1']; 3; 1; 2; 4; 2
B#m6; ['x', 'x', '10', '12', '10', '11']; ['0', '0', '1', '3', '1', '2']; 1; 1; 2; 3; 0
B#m6; ['x', 'x', '10', '12', '10', '11']; ['0', '0', '1', '4', '1', '2']; 1; 1; 2; 0; 3
B#m6; ['x', '3', '5', '2', '4', 'x']; ['0', '2', '4', '1', '3', '0']; 1; 0; 3; 2; 4
B#m6; ['x', '3', '1', '2', '1', '3']; ['0', '3', '1', '2', '1', '4']; 2; 1; 2; 5; 1
B#m6; ['8', 'x', '7', '8', '8', 'x']; ['2', '0', '1', '3', '4', '0']; 3; 0; 1; 3; 2
B#m6; ['x', '3', 'x', '2', '4', '3']; ['0', '2', '0', '1', '4', '3']; 2; 0; 2; 1; 2
B#mb6; ['x', '3', '1', '1', '1', '3']; ['0', '3', '1', '1', '1', '4']; 2; 1; 2; 5; 1
B#mb6; ['8', 'x', '6', '8', '8', 'x']; ['2', '0', '1', '3', '4', '0']; 3; 0; 2; 3; 2
B#9; ['8', '10', '8', '9', '8', '10']; ['1', '3', '1', '2', '1', '4']; 2; 1; 2; 5; 1
B#9; ['x', '3', '2', '3', '3', '3']; ['0', '2', '1', '3', '3', '3']; 2; 1; 1; 3; 0
B#9; ['8', 'x', '8', '7', '5', 'x']; ['3', '0', '4', '2', '1', '0']; 2; 0; 3; 6; 4
B#9; ['x', 'x', '10', '9', '11', '10']; ['0', '0', '2', '1', '4', '3']; 2; 0; 2; 1; 2
B#9; ['8', '7', '8', '7', '8', 'x']; ['2', '1', '3', '1', '4', '0']; 3; 1; 1; 4; 2
B#11; ['x', '3', '2', '3', '1', '1']; ['0', '3', '2', '4', '1', '1']; 2; 1; 2; 5; 3
B#11; ['x', '3', '3', '3', '5', '3']; ['0', '1', '1', '1', '3', '1']; 1; 1; 2; 2; 0
B#11; ['x', 'x', '10', '10', '11', '12']; ['0', '0', '1', '1', '2', '3']; 1; 1; 2; 1; 0
B#13; ['x', '3', '2', '3', '3', '5']; ['0', '2', '1', '3', '3', '4']; 2; 1; 3; 3; 1
B#13; ['8', 'x', '8', '7', '5', '5']; ['3', '0', '4', '2', '1', '1']; 2; 1; 3; 6; 4
B#13; ['8', 'x', '8', '9', '10', '10']; ['1', '0', '1', '1', '2', '3']; 2; 1; 2; 1; 0
B#13; ['8', '10', '8', '9', '10', '8']; ['1', '3', '1', '2', '4', '1']; 2; 1; 2; 5; 2
B#9sus4; ['x', '3', '3', '3', '3', '3']; ['0', '1', '1', '1', '1', '1']; 1; 1; 0; 0; 0
B#9sus4; ['8', 'x', '8', '7', '6', 'x']; ['3', '0', '4', '2', '1', '0']; 2; 0; 2; 6; 4
B#9sus4; ['8', 'x', '8', '7', '6', '6']; ['3', '0', '4', '2', '1', '1']; 2; 1; 2; 6; 4
B#13sus4; ['x', '3', '3', '3', '3', '5']; ['0', '1', '1', '1', '1', '3']; 1; 1; 2; 1; 0
B#13sus4; ['8', 'x', '8', '10', '10', '10']; ['1', '0', '2', '4', '4', '4']; 2; 1; 2; 0; 3
B#m9; ['8', '10', '8', '8', '8', '10']; ['1', '2', '1', '1', '1', '3']; 2; 1; 2; 1; 0
B#m9; ['8', '10', '8', '8', '8', '10']; ['1', '3', '1', '1', '1', '4']; 2; 1; 2; 5; 1
B#m9; ['x', '3', '1', '3', '3', 'x']; ['0', '2', '1', '3', '4', '0']; 3; 0; 2; 3; 2
B#m9; ['x', '3', '1', '3', '3', 'x']; ['0', '2', '1', '3', '3', '0']; 2; 1; 2; 3; 0
B#m9; ['x', '3', '1', '3', '3', '3']; ['0', '2', '1', '3', '3', '3']; 2; 1; 2; 3; 0
B#m9; ['x', 'x', '10', '8', '11', '10']; ['0', '0', '2', '1', '4', '3']; 2; 0; 3; 1; 2
B#m9; ['8', 'x', '8', '8', '8', '10']; ['2', '0', '3', '3', '3', '4']; 2; 1; 2; 4; 1
B#m11; ['x', '3', '1', '3', '1', '1']; ['0', '3', '1', '4', '1', '1']; 2; 1; 2; 5; 3
B#m11; ['x', '3', '3', '3', '4', '3']; ['0', '1', '1', '1', '2', '1']; 1; 1; 1; 0; 0
B#m11; ['8', 'x', '8', '8', '6', 'x']; ['2', '0', '3', '4', '1', '0']; 3; 0; 2; 4; 3
B#m11; ['x', 'x', '10', '10', '11', '11']; ['0', '0', '1', '1', '2', '2']; 1; 2; 1; 0; 0
B#m11; ['x', '3', 'x', '3', '4', '1']; ['0', '2', '0', '3', '4', '1']; 2; 0; 3; 3; 2
B#m13; ['x', '3', 'x', '3', '4', '5']; ['0', '1', '0', '2', '3', '4']; 2; 0; 2; 2; 1
B#m13; ['8', '10', '8', '8', '10', '8']; ['1', '3', '1', '1', '4', '1']; 2; 1; 2; 5; 2
B#m13; ['8', 'x', '8', '8', '10', '10']; ['2', '0', '3', '3', '4', '4']; 2; 2; 2; 4; 2
B#m13; ['8', 'x', '8', '8', '10', '10']; ['1', '0', '2', '3', '4', '4']; 3; 1; 2; 3; 2
B#m13; ['x', '3', '5', '3', '4', '5']; ['0', '1', '3', '1', '2', '4']; 2; 1; 2; 4; 1
B#m13; ['x', '3', '1', '3', '3', '5']; ['0', '2', '1', '3', '3', '4']; 2; 1; 4; 3; 1
B#mMaj9; ['x', '3', '1', '4', '3', 'x']; ['0', '2', '1', '4', '3', '0']; 2; 0; 3; 2; 3
B#mMaj9; ['8', '10', '9', '8', '8', '10']; ['1', '3', '2', '1', '1', '4']; 2; 1; 2; 5; 1
B#Maj9; ['x', '3', '2', '4', '3', 'x']; ['0', '2', '1', '4', '3', '0']; 2; 0; 2; 2; 3
B#Maj9; ['x', 'x', '10', '9', '12', '10']; ['0', '0', '2', '1', '4', '3']; 2; 0; 3; 1; 2
B#Maj9; ['x', '15', '12', '12', '12', '12']; ['0', '3', '1', '1', '1', '1']; 1; 1; 3; 5; 0
B#Maj9; ['8', '7', '9', '7', '8', '7']; ['2', '1', '4', '1', '3', '1']; 2; 1; 2; 2; 4
B#Maj9; ['8', 'x', '9', '7', '8', 'x']; ['2', '0', '4', '1', '3', '0']; 2; 0; 2; 2; 4
B#Maj13; ['x', '3', 'x', '4', '5', '5']; ['0', '1', '0', '2', '4', '4']; 1; 1; 2; 0; 2
B#Maj13; ['x', '3', 'x', '4', '5', '5']; ['0', '1', '0', '2', '3', '4']; 2; 0; 2; 2; 1
B#Maj13; ['8', '7', '7', '7', '8', '7']; ['2', '1', '1', '1', '3', '1']; 2; 1; 1; 2; 0
B#Maj13; ['8', 'x', '9', '9', '10', '10']; ['1', '0', '2', '3', '4', '4']; 2; 1; 2; 3; 2
B#+9; ['x', '3', '2', '3', '3', '4']; ['0', '2', '1', '3', '3', '4']; 2; 1; 2; 3; 1
B#+9; ['8', 'x', '8', '9', '9', '10']; ['1', '0', '2', '3', '3', '4']; 2; 1; 2; 3; 1
B#Maj7#11; ['x', '3', '4', '4', '5', '3']; ['0', '1', '2', '3', '4', '1']; 2; 1; 2; 3; 2
B#Maj7#11; ['8', 'x', '9', '9', '7', 'x']; ['2', '0', '3', '4', '1', '0']; 2; 0; 2; 4; 3
B#Maj7#11; ['x', 'x', '10', '11', '12', '12']; ['0', '0', '1', '2', '3', '3']; 1; 1; 2; 2; 0
B#Maj7#11; ['x', 'x', '10', '11', '12', '12']; ['0', '0', '1', '2', '3', '4']; 2; 0; 2; 2; 1
B#9b5; ['x', '3', '2', '3', '3', '2']; ['0', '2', '1', '3', '4', '1']; 3; 1; 1; 3; 2
B#9b5; ['8', '7', '8', '7', '7', 'x']; ['2', '1', '3', '1', '1', '0']; 2; 1; 1; 4; 0
B#7b9; ['x', '3', '2', '3', '2', 'x']; ['0', '2', '1', '3', '1', '0']; 2; 1; 1; 3; 0
B#7b9; ['x', '3', '2', '3', '2', 'x']; ['0', '3', '1', '4', '2', '0']; 2; 0; 1; 5; 3
B#7b9; ['8', '10', '8', '9', '8', '9']; ['1', '4', '1', '2', '1', '3']; 2; 1; 2; 1; 5
B#7b9; ['x', '3', '2', '3', '2', '3']; ['0', '2', '1', '3', '1', '4']; 3; 1; 1; 3; 1
B#7b9; ['x', 'x', '10', '9', '11', '9']; ['0', '0', '2', '1', '3', '1']; 1; 1; 2; 2; 0
B#7#9; ['x', '3', '2', '3', '4', 'x']; ['0', '2', '1', '3', '4', '0']; 2; 0; 2; 3; 2
B#7#9; ['8', '10', '8', '9', '8', '11']; ['1', '3', '1', '2', '1', '4']; 1; 1; 3; 5; 1
B#7#9; ['x', 'x', '10', '9', '11', '11']; ['0', '0', '2', '1', '3', '4']; 2; 0; 2; 2; 1
B#7b5#9; ['x', '3', '2', '3', '4', '2']; ['0', '2', '1', '3', '4', '1']; 2; 1; 2; 3; 2
B#7#11; ['8', '9', '8', '9', '8', '8']; ['1', '2', '1', '3', '1', '1']; 2; 1; 1; 3; 0
B#7b5; ['x', '3', '4', '3', '5', 'x']; ['0', '1', '2', '1', '4', '0']; 1; 1; 2; 0; 2
B#7b5; ['8', 'x', '8', '9', '7', 'x']; ['2', '0', '3', '4', '1', '0']; 2; 0; 2; 4; 3
B#7b5; ['x', 'x', '10', '11', '11', '12']; ['0', '0', '1', '2', '2', '3']; 1; 1; 2; 1; 0
